UNITID,Year,INTUTIONFEE,OUTTUTIONFEE,BOOKSUPPLY,ONCAMROOM,ONCAMOTHEXP,OFFCAMROOM,OFFCAMOTHEXP
107071,2018,8530,10180,1600,7166,3700,10000,5000
107080,2018,45790,45790,1100,12284,4000,9286,4000
107141,2018,26928,26928,800,9224,2850,2500,2850
107983,2018,8786,12866,1600,6993,5672,6993,7242
108092,2018,5593,12666,1605,8426,4359,9423,4359
108232,2018,22308,22308,1918,16648,3352,13780,4362
109785,2018,38880,38880,1918,10076,3270,13780,4250
110097,2018,40488,40488,1916,11312,3294,11312,3294
110361,2018,33478,33478,1916,9060,3240,13778,4246
110370,2018,49148,49148,1500,12986,3450,11266,4160
110404,2018,52362,52362,1323,15525,2874,13779,4248
110413,2018,42692,42692,1917,13650,3340,13779,4348
110422,2018,9816,21696,1941,13770,2775,13770,2775
110486,2018,7309,19189,2002,13746,2952,13530,3024
110495,2018,7072,18952,1650,10984,2180,12390,2580
110510,2018,6922,18802,1917,12711,2328,13770,2721
110529,2018,7353,19233,1800,17358,2380,13005,2782
110538,2018,7608,19488,1918,12550,2548,12390,2548
110547,2018,6942,18822,1900,12540,2340,14500,3020
110556,2018,6587,18467,1918,10587,2326,13780,2732
110565,2018,6886,18766,2002,15898,2952,15150,3024
110574,2018,6983,18863,1500,13980,2680,13986,2830
110583,2018,6798,18678,2002,12986,2952,14090,3024
110592,2018,6749,18629,1948,14508,2934,14502,3004
110608,2018,6893,18773,2002,11122,2952,15150,3024
110617,2018,7310,19190,1918,14900,2326,13780,2732
110635,2018,14184,43176,849,18222,4811,14246,5017
110644,2018,14402,43394,1136,15645,3994,10228,4467
110653,2018,13700,42692,1363,15263,3935,12424,4968
110662,2018,13226,42218,1450,15816,4128,13808,4772
110671,2018,13827,42819,1404,16017,3994,10618,4751
110680,2018,14167,43159,1102,13651,3918,13215,4626
110705,2018,14391,43383,1157,15673,5438,12370,5808
110714,2018,13960,42952,1089,16448,4720,12757,5102
111081,2018,49276,49276,2590,12069,7200,16000,7200
111948,2018,52724,52724,1560,15828,3070,10884,4570
112075,2018,35400,35400,1900,11300,3330,13700,4440
112084,2018,31404,31404,1916,11640,3440,13780,4248
112260,2018,54405,54405,1200,16705,1500,13779,3952
112394,2018,20056,20056,1917,15059,3240,13779,4248
113698,2018,45850,45850,1918,14810,3240,13440,4366
114813,2018,32458,32458,1917,8954,3240,13779,4248
115728,2018,39316,39316,1918,13190,3250,15310,4258
115755,2018,7675,19555,1770,12870,2496,12870,2496
117104,2018,15654,15654,1917,8390,3340,13779,4348
117140,2018,43050,43050,1916,13420,3310,13779,4318
117168,2018,30700,30700,1917,15418,3365,13779,4248
117575,2018,17540,17540,1917,12687,2997,13779,2977
117627,2018,32778,32778,1917,8415,5157,13779,6519
117751,2018,25390,25390,1918,10880,2394,13780,2998
117946,2018,48522,48522,1917,13690,3240,13779,4248
118541,2018,36134,36134,1828,14666,3194,12138,3194
118888,2018,30257,30257,1611,13448,2468,13448,3719
119173,2018,41170,41170,2074,12170,5873,13422,5873
120166,2018,8720,8720,1210,9200,2900,12000,2950
120184,2018,35350,35350,1960,14244,4734,13700,5200
120254,2018,54686,54686,1220,15496,2730,.,.
120403,2018,46860,46860,1400,15100,2800,11800,2800
120537,2018,33400,33400,1917,10490,3240,13779,4248
120865,2018,30060,30060,1917,8310,3240,13631,4420
120883,2018,48164,48164,1917,13650,3240,13779,4248
121150,2018,53932,53932,1250,15320,2500,15320,2500
121309,2018,35700,35700,1918,10450,3240,13780,4250
121691,2018,49504,49504,1900,14278,3240,14278,3240
122409,2018,7488,19368,1915,16892,3024,13399,3462
122436,2018,49358,49358,1920,12980,3240,13779,4248
122454,2018,46534,46534,1917,17128,5490,17909,6498
122506,2018,46210,46210,975,16515,3200,16515,3200
122597,2018,7260,19140,2002,15151,3067,15151,3067
122612,2018,48066,48066,1600,14830,3800,14830,3800
122728,2018,33550,33550,1917,11320,3290,13779,4298
122755,2018,7796,19676,2002,16442,2953,15151,3025
122931,2018,51711,51711,1917,14910,3240,13779,4248
123165,2018,55024,55024,800,16932,1000,.,.
123280,2018,12960,12960,600,3150,4700,10320,7024
123457,2018,30200,30200,1704,8950,3071,12248,3967
123554,2018,47280,47280,1278,15370,3240,13779,4248
123572,2018,7798,19678,1916,13960,2952,15150,3024
123651,2018,33720,33720,1850,9980,3250,13890,4340
123961,2018,56225,56225,1200,15400,2000,15400,2000
125763,2018,48086,48086,1000,13742,1000,9000,1500
125897,2018,39790,39790,1917,11550,3240,13779,4248
126182,2018,9440,20864,1800,8760,2916,10242,3069
126562,2018,9283,25771,1800,12820,5454,11547,5454
126580,2018,8523,20067,1800,10920,4600,11080,4600
126614,2018,12532,37286,1800,14418,2294,12622,2294
126669,2018,31866,31866,1000,11084,1575,8910,1575
126678,2018,55470,55470,1220,12512,2440,12512,2440
126775,2018,18964,38584,1500,13169,1865,9072,2615
126818,2018,11982,29884,1200,11740,2260,11548,2260
127060,2018,50556,50556,1200,13005,2895,13005,2895
127185,2018,9040,19696,1250,11520,3618,10264,3618
127556,2018,8627,20944,1560,10925,3030,8550,3030
127653,2018,31790,31790,1256,12849,4915,12849,4915
127741,2018,9918,21786,1350,11204,3022,11546,3022
127918,2018,36810,36810,1800,11560,3022,11546,3036
128106,2018,10408,26329,1800,10470,4602,11548,4602
128391,2018,10114,21586,1300,9635,3024,11547,3024
128498,2018,32060,32060,1000,13200,6564,13618,7216
128744,2018,33055,33055,1500,13860,7168,8520,10208
128771,2018,10616,23124,1050,12176,2027,11738,2465
129020,2018,15730,38098,950,12874,2850,12874,2850
129154,2018,20898,20898,1000,6300,5772,10114,8614
129215,2018,11356,23864,800,13560,2251,9456,2497
129242,2018,48350,48350,1150,14710,1730,14710,1730
129525,2018,40694,40694,1020,12476,2409,10795,2825
129534,2018,7870,7870,500,12850,1000,9750,1200
129941,2018,39270,39270,1000,16320,1716,11550,2496
130183,2018,16610,16610,1200,11500,4250,8000,4250
130226,2018,47960,47960,800,14540,2000,14990,2500
130253,2018,41420,41420,1200,15310,2650,10462,3150
130314,2018,38173,38173,1000,11428,1300,10548,2122
130493,2018,10954,23464,1400,12926,1530,10656,3850
130590,2018,56910,56910,1000,14750,1500,14750,1500
130697,2018,54914,54914,1200,15060,1465,.,.
130776,2018,10859,23367,1300,13072,2250,13072,2250
130794,2018,53430,53430,3750,16000,720,.,.
130934,2018,7868,16904,1900,11433,2219,12672,5664
130943,2018,13680,34310,1000,12862,1800,12862,1800
130989,2018,24300,24300,1032,8182,6076,6851,6076
131098,2018,26406,26406,2000,11442,2400,11442,2400
131159,2018,48459,48459,800,16100,909,16100,909
131283,2018,45804,45804,838,14650,3268,14650,3268
131450,2018,17038,17038,1600,14038,5500,14038,5500
131469,2018,55230,55230,1325,13850,1525,13850,1525
131496,2018,54104,54104,1200,15850,2686,.,.
131520,2018,26756,26756,1500,13895,2500,.,.
131876,2018,24150,24150,1040,10600,2180,11900,2710
132408,2018,11400,11400,1050,4612,2000,10020,2000
132471,2018,30014,30014,1500,11100,4284,11400,6434
132602,2018,14814,14814,1450,9412,3000,9600,4200
132657,2018,37710,37710,800,12170,5643,13035,7235
132879,2018,16060,16060,1000,7680,1978,11200,2960
132903,2018,6368,22467,1200,10010,4970,10010,4970
133553,2018,35814,35814,1400,11438,4598,11438,4598
133650,2018,5785,17725,1138,10838,5446,9696,6390
133669,2018,4831,17276,1208,11896,6300,11434,7416
133711,2018,18950,18950,1100,11244,3600,9600,3600
133872,2018,15150,15150,2310,6126,4640,11270,4640
133881,2018,41850,41850,1200,12880,3600,12880,3600
133951,2018,6546,18954,1350,10882,4718,12348,5590
133979,2018,15536,15536,2500,7776,4000,10500,5000
134079,2018,36348,36348,1250,11650,2752,11650,2752
134097,2018,5656,18786,1000,10666,4846,10666,4846
134130,2018,6381,28659,1030,10120,3680,10120,3680
134510,2018,6595,6595,500,6680,2600,6680,2600
134945,2018,36670,36670,1323,14080,2795,16836,3797
135726,2018,50226,50226,1000,14108,3126,17448,3126
136172,2018,6394,20798,1200,9720,4070,10938,4055
136215,2018,30900,30900,1500,12928,5269,18108,8041
136330,2018,31450,31450,1058,10120,6286,9142,7274
136950,2018,49760,49760,742,14470,2890,8220,3220
137032,2018,23020,23020,1368,12728,2680,12728,2680
137272,2018,21000,21000,800,11000,4400,.,.
137351,2018,6410,17324,1200,11610,4100,9820,4100
137476,2018,31830,31830,850,11700,4896,11764,5856
137546,2018,46030,46030,1200,13052,3000,13052,3000
137564,2018,25870,25870,1600,9832,2400,6376,2400
137777,2018,13250,13250,900,8000,4500,11000,6000
137847,2018,29208,29208,1500,10810,3780,7000,4630
138275,2018,21694,21694,500,8348,3026,8500,8257
138293,2018,26116,26116,1266,9150,4862,8684,4862
138354,2018,6360,19241,1200,9354,2100,9354,2100
138600,2018,41160,41160,1000,12330,1135,2500,1135
138716,2018,5735,16196,1250,8878,3270,10800,4190
138868,2018,20600,20600,1400,7900,600,6350,2050
138947,2018,22186,22186,1500,11156,3312,.,.
139144,2018,36556,36556,1000,12770,2154,10110,4014
139153,2018,12288,12288,1000,8625,1000,11200,2000
139199,2018,29050,29050,1300,12418,2750,10085,4600
139311,2018,5419,15880,2024,10040,2529,9522,2529
139366,2018,6134,16920,1350,10762,3500,9400,4200
139393,2018,34330,34330,1170,10260,1670,4580,1670
139658,2018,51306,51306,1224,14506,2466,14506,2466
139719,2018,6658,19738,1500,8372,5000,8000,500
139755,2018,12424,33020,800,11492,4060,14126,4060
139764,2018,5381,15842,1000,8120,4923,8120,4923
139861,2018,9346,28060,1500,12964,4726,13980,5352
139931,2018,6356,17142,1200,9650,5808,8326,6208
139940,2018,9112,23971,1600,14392,910,12260,2090
139959,2018,11830,30404,986,10038,3834,7936,4374
140234,2018,30500,30500,1000,11830,2850,13634,3050
140252,2018,12696,12696,2400,14400,9600,14400,9600
140447,2018,36894,36894,1200,11616,2778,12522,2778
140818,2018,25920,25920,1500,10168,2890,9200,2890
140872,2018,23300,23300,1400,9800,6200,8400,6200
140951,2018,37130,37130,2025,14550,3738,11358,3738
140960,2018,5743,16204,1600,7762,2150,8142,2450
140988,2018,22370,22370,1200,9400,2160,10450,6501
141167,2018,17940,17940,1000,7040,2200,5320,2200
141237,2018,20230,20230,1600,7550,3500,7550,3500
141264,2018,7476,20958,1200,8198,5032,8568,5032
141325,2018,23000,23000,1258,9860,2000,9960,2000
141334,2018,6288,17074,1600,9708,6800,6900,6800
141361,2018,29067,29067,0,11038,3284,3899,3602
141486,2018,25374,25374,1600,13630,2341,13096,2341
141565,2018,7720,20680,1040,8248,3522,15044,6678
141574,2018,11970,34002,1040,13689,3159,13689,3159
141644,2018,25980,25980,1200,14880,2354,16280,2354
142115,2018,7694,23776,1200,10692,3490,8994,4230
142276,2018,7420,22940,1000,7207,5921,8280,5921
142285,2018,7864,25500,1236,8880,3370,10654,5056
142294,2018,30155,30155,1200,9794,2200,7500,2200
142461,2018,29800,29800,1260,7250,2580,8550,3600
143048,2018,49310,49310,1770,14810,1980,9790,1980
143118,2018,24260,24260,1000,9862,2872,3858,3520
143358,2018,33760,33760,1200,10620,2240,10620,2240
144005,2018,10163,17123,1800,8724,3900,8724,3900
144050,2018,58230,58230,1800,16350,2175,.,.
144281,2018,27176,27176,1600,14012,2856,14012,2856
144351,2018,32078,32078,1200,9748,1400,5850,1700
144740,2018,39975,39975,1104,14235,2364,14235,2364
144892,2018,11803,14023,150,9882,2470,9500,2470
144962,2018,37055,37055,1200,10366,2578,5500,3645
145336,2018,9772,17284,1000,10346,3100,10868,3100
145372,2018,27130,27130,1000,9370,2848,6328,5706
145600,2018,13764,26980,1400,12074,3628,10900,3628
145619,2018,34290,34290,1510,11126,3080,10672,4364
145637,2018,15094,31664,1200,11308,2500,.,.
145725,2018,47646,47646,1250,13192,3728,10800,5958
145813,2018,14516,26040,910,9850,4482,8836,6286
146339,2018,29860,29860,1270,9988,2250,8000,2000
146481,2018,47064,47064,1000,10390,2526,10390,2526
146612,2018,32450,32450,1500,10578,2230,7000,2504
146667,2018,13200,13200,1000,7564,4817,6652,5208
146676,2018,18600,18600,1258,7700,9280,7311,12160
146719,2018,44048,44048,1200,14480,1600,11500,1600
147013,2018,30520,30520,1000,9470,2550,7500,3250
147129,2018,20750,20750,6000,11100,4250,8000,4250
147244,2018,35002,35002,1000,11818,2100,11818,2100
147369,2018,13056,13056,932,10360,2732,9020,2732
147660,2018,38880,38880,1200,12531,1629,8565,6261
147679,2018,29860,29860,1000,9445,2700,9445,3200
147703,2018,14617,14617,1400,10880,2220,10880,2220
147767,2018,54567,54567,1605,16626,1850,16626,1850
147776,2018,11218,20726,2400,11424,6489,4995,4860
147828,2018,36070,36070,1000,7900,2700,12550,1000
148131,2018,28562,28562,1250,10500,2150,8960,3150
148335,2018,28050,28050,1500,15915,3225,6600,4872
148405,2018,30930,30930,1200,8680,3460,7750,3900
148487,2018,29832,29832,1200,13223,4400,8600,7700
148496,2018,33584,33584,1200,10241,1412,17492,1872
148584,2018,32320,32320,800,9544,3000,7200,4120
148627,2018,33880,33880,1200,11340,2016,7430,3196
148654,2018,11813,21338,1200,9760,2700,.,.
149222,2018,14704,29160,1100,10622,2941,10622,2941
149231,2018,12132,12132,896,9761,2848,9761,2848
149329,2018,13500,13500,200,.,3800,11694,3800
149505,2018,30175,30175,1100,9790,2800,6570,3980
149514,2018,32390,32390,1200,9900,3020,10800,3020
149772,2018,12951,12951,1200,9630,2216,9630,3856
149781,2018,36420,36420,800,10180,1900,10180,1900
150066,2018,30450,30450,1200,9890,2800,6000,2800
150136,2018,9896,26468,1354,10234,3066,10234,3066
150145,2018,28590,28590,1230,9000,2770,6850,6078
150163,2018,41120,41120,1000,14690,2850,14690,2850
150455,2018,46450,46450,1200,10400,1800,10400,1800
150534,2018,36416,36416,1200,12460,2114,11150,3424
150604,2018,32010,32010,1200,9946,3000,9200,4800
150668,2018,33700,33700,1220,10650,2370,8920,2370
150677,2018,24768,24768,1000,9134,1000,8000,3200
150941,2018,26158,26158,1000,8668,2396,8650,1350
151102,2018,8450,20288,1250,9242,3258,9242,3258
151111,2018,9465,29821,930,9730,2412,9730,4010
151263,2018,29688,29688,1150,10288,3304,9150,4348
151290,2018,26900,26900,0,10020,4196,7515,5218
151306,2018,8149,19237,1140,9102,2490,10470,3094
151324,2018,9090,19836,1200,10590,2266,10590,2690
151342,2018,7344,19400,1176,9034,2412,7382,4010
151351,2018,10681,35456,930,10466,2702,10466,2702
151379,2018,7344,19400,1176,9906,2412,7382,4010
151777,2018,32758,32758,1000,9780,1488,6461,3342
151786,2018,34000,34000,1200,10640,3762,8348,3906
151801,2018,26630,26630,1384,8480,2084,7032,2700
152080,2018,53391,53391,1050,15410,1950,15410,1950
152099,2018,24000,24000,1428,9900,3640,6777,3640
152318,2018,49871,49871,1500,14766,1560,14766,1560
152336,2018,30430,30430,1200,9840,2500,7560,3000
152381,2018,29960,29960,1600,10914,3040,5450,3528
152390,2018,42220,42220,1100,12580,1400,7750,2150
152530,2018,34114,34114,1100,9614,2400,7691,2400
152567,2018,32176,32176,1200,10810,3400,6500,3400
152600,2018,40260,40260,1200,11860,1620,8900,1620
152992,2018,30970,30970,1323,8896,3297,8896,3173
153001,2018,34004,34004,999,9538,2267,6649,5962
153126,2018,33350,33350,1330,9600,3120,9600,3120
153250,2018,30840,30840,1140,9590,3500,10550,4440
153269,2018,41396,41396,1100,10528,3700,10528,3700
153278,2018,34110,34110,950,9930,900,9070,3790
153320,2018,16876,16876,1323,6800,3116,6800,3116
153366,2018,29240,29240,1320,8760,3120,8760,3120
153375,2018,27608,27608,824,9178,2778,9178,3496
153603,2018,8988,23392,1048,8720,2430,8720,2430
153621,2018,24600,30500,1316,10960,3297,11200,3297
153658,2018,9267,31233,950,11172,2850,9424,3306
153825,2018,34184,34184,1100,8275,2011,8275,2011
153861,2018,16530,16530,1000,7400,3800,7400,3800
154004,2018,31530,31530,1323,9610,3116,10710,3116
154013,2018,31998,31998,1320,9534,3680,5976,6372
154095,2018,8938,19480,900,8948,2148,8948,2148
154101,2018,31100,31100,1300,9200,3000,9200,3000
154235,2018,30894,30894,1320,10470,3282,9810,6350
154350,2018,39144,39144,1324,8380,3192,8380,3992
154493,2018,30450,30450,1560,8454,3286,8454,3286
154518,2018,22076,22076,1323,7524,3116,7524,3116
154527,2018,41280,41280,1100,9995,1300,9995,1300
154590,2018,25600,25600,1250,6952,4398,6124,5226
154688,2018,29830,29830,1200,9180,5070,8180,5070
154712,2018,29530,29530,1200,10000,4120,7420,3980
155025,2018,6758,20675,1000,8910,3420,8910,3420
155061,2018,5130,15210,1080,8034,3804,8034,3804
155070,2018,19000,19000,1200,9300,3000,8000,3000
155089,2018,28415,28415,1500,7972,4000,7972,4000
155317,2018,11148,27358,1076,11262,3080,9738,3080
155335,2018,30750,30750,1006,8326,3906,10638,3906
155399,2018,10383,25887,866,9680,3994,7924,3994
155511,2018,28951,28951,1420,8789,3906,7946,6768
155520,2018,29736,29736,1514,8708,6454,9480,8380
155627,2018,29690,29690,1100,10320,4236,10320,4236
155681,2018,7298,18642,1000,7778,3826,7332,4438
155812,2018,28810,28810,2550,8540,1970,7060,1970
155900,2018,30150,30150,1000,7760,5899,6652,7011
155937,2018,26000,26000,1200,8506,1600,9060,1600
155973,2018,28260,28260,1200,9850,4450,7050,9000
156082,2018,8312,18560,1000,9144,3600,10993,3600
156125,2018,8270,17452,1250,11252,3270,10327,3270
156213,2018,30198,30198,1300,7160,2910,5470,3430
156286,2018,42200,42200,788,12250,5900,12250,5900
156356,2018,22100,22100,3000,9350,2000,11200,2000
156365,2018,25400,25400,1200,8000,4986,7200,6336
156541,2018,23000,23000,1400,9000,2916,7606,5325
156620,2018,9666,19444,1200,10040,2800,10040,4600
156745,2018,38650,38650,1250,9780,2250,8164,4140
157058,2018,8090,19390,1300,6690,998,6328,1937
157085,2018,12245,29099,1000,12814,4042,12814,4042
157100,2018,19256,19256,1200,8200,4768,8200,9592
157216,2018,24850,24850,1000,9385,5243,9295,5243
157289,2018,11656,27278,1200,9226,5898,8288,7010
157377,2018,24750,24750,1200,8480,7000,8480,7000
157386,2018,9070,13546,1440,9730,2572,9530,2874
157401,2018,9084,24540,1258,9190,3940,9190,4535
157447,2018,10032,19680,800,9912,2500,9912,5364
157535,2018,20950,20950,2500,7800,6500,7800,6500
157748,2018,20433,20433,1700,7150,1500,2460,1500
157757,2018,24500,24500,1650,7900,5437,10920,6540
157793,2018,12870,12870,1800,10485,3889,5627,7395
157809,2018,31200,31200,1258,8704,2950,6652,5900
157863,2018,27140,27140,1470,7475,3955,7475,3955
157951,2018,10512,26280,1000,8343,1985,8343,3640
158477,2018,36580,36580,1300,13400,3020,9450,3920
159009,2018,7435,16458,1749,10631,6276,10631,6781
159391,2018,11950,28627,1160,11830,5420,16288,5420
159568,2018,17000,17000,1220,5518,3300,9072,3300
159647,2018,9645,18558,1389,8529,3738,9186,4896
159656,2018,39942,39942,1276,12800,1966,12800,1966
159717,2018,8102,16140,1300,8624,4230,9656,5130
159939,2018,9070,13906,1300,10575,3773,9854,4358
159948,2018,8620,8620,825,5575,3300,12820,3940
159966,2018,7952,9045,1300,9754,4112,9430,4952
159993,2018,8734,20834,1300,7868,4040,9430,4880
160038,2018,8580,19368,1300,9144,4040,9430,4880
160065,2018,14180,14180,1300,14775,2042,9430,3958
160612,2018,8165,20643,1300,9096,4040,9430,4880
160621,2018,9122,16472,1300,8730,3971,9800,4100
160630,2018,7033,15934,1300,8980,4040,9430,4880
160658,2018,9912,23640,1300,10708,4002,10111,4842
160755,2018,54820,54820,1200,15190,2086,15190,2086
160904,2018,24348,24348,1300,9709,2080,9430,2080
160959,2018,43542,43542,549,9747,1080,.,.
161253,2018,11170,30970,1000,10718,2200,10718,2200
161299,2018,13478,27098,1000,10310,2900,10310,2900
161457,2018,37620,37620,1400,13990,2750,9700,3650
161509,2018,35050,35050,1250,12290,2100,8100,2100
161518,2018,35650,35650,1200,13680,1700,7200,2700
161554,2018,8918,21294,1200,9850,3000,9850,3000
161563,2018,26900,26900,800,11250,2000,6500,2600
161572,2018,29160,29160,500,10710,1350,5700,1350
162007,2018,8234,18874,2500,10904,1600,13354,1600
162061,2018,25540,25540,1300,9592,3200,11764,3920
162210,2018,23900,23900,1200,9370,1100,2226,1411
162283,2018,8873,15144,800,10273,3386,6498,3686
162584,2018,9172,22892,1500,10082,3056,10082,3056
162654,2018,44300,44300,1200,14506,2500,10000,2700
162760,2018,39492,39492,1226,12700,3168,11822,3168
162928,2018,53740,53740,1240,15836,1085,11650,1085
163046,2018,48920,48920,1250,14430,1600,8010,1690
163268,2018,11778,26872,1200,12046,3034,14206,3922
163286,2018,10595,35216,1250,12809,2492,14314,4172
163295,2018,48630,48630,1700,13280,1500,10470,1500
163338,2018,8302,18508,2000,9864,4050,11136,4050
163453,2018,7900,18167,2500,10862,3339,12445,3339
163462,2018,41350,41350,1300,13075,1400,7500,2300
163532,2018,12400,12400,250,6600,4000,13990,4100
163578,2018,36900,36900,1220,11850,1700,12927,2410
163851,2018,9824,19526,1300,11950,2700,11950,2700
163912,2018,14806,30568,800,13202,1570,13202,1570
163976,2018,53343,53343,630,12602,750,12602,750
164076,2018,9940,23208,1080,12464,3350,12464,3350
164173,2018,36242,36242,1400,13246,2261,8240,2661
164270,2018,43260,43260,1200,11430,1720,7000,2170
164368,2018,40650,40650,1000,18600,1000,18600,1000
164447,2018,35680,35680,1200,14100,1700,4730,3460
164492,2018,37860,37860,1000,14230,1000,6012,2000
164562,2018,40958,40958,1000,12685,1800,12685,1800
164580,2018,51104,51104,1112,16312,1900,16312,1900
164632,2018,34225,34225,1600,12799,1900,3500,2800
164720,2018,39200,39200,960,13800,3200,5842,6554
164739,2018,49880,49880,1290,16320,1220,16320,1220
164748,2018,44140,44140,474,18360,2170,13850,2170
164872,2018,21924,21924,1200,13830,3034,15246,3034
164924,2018,55464,55464,1250,14478,1900,11100,1900
164988,2018,53948,53948,1000,15720,1950,15720,1950
165015,2018,55395,55395,1000,15440,1500,12000,1500
165024,2018,10312,16452,800,13000,2644,12300,3544
165334,2018,45730,45730,800,9170,950,9170,1050
165529,2018,40070,40070,1100,15185,2195,9660,2617
165644,2018,25598,25598,0,9624,6192,9624,6192
165662,2018,46852,46852,1150,17690,2700,15750,2700
165671,2018,39804,39804,880,14994,2475,14994,2475
165699,2018,33200,33200,1276,15276,2072,11151,2072
165802,2018,31384,31384,2000,15926,3200,10000,3200
165820,2018,10410,16490,1200,10885,2200,9800,2600
165866,2018,10520,16600,1200,12210,3580,12210,3580
165936,2018,37400,37400,800,11070,1400,11070,2000
166027,2018,50420,50420,1000,17160,4905,.,.
166054,2018,22490,22490,600,16192,2000,18500,2100
166391,2018,36000,36000,1000,15400,2500,8000,2500
166452,2018,27975,27975,1500,16230,3550,6725,4000
166513,2018,15180,32827,1200,12748,1424,5400,1924
166629,2018,15887,34570,1000,12626,1400,12626,1400
166638,2018,14167,33966,800,16290,1924,12750,2974
166656,2018,33620,33620,1214,16974,3312,16974,3312
166674,2018,13200,36400,2100,13500,1400,13500,1400
166683,2018,51832,51832,800,15510,2098,.,.
166692,2018,9728,26106,1500,12675,3955,.,.
166850,2018,41760,41760,1000,15845,1450,15845,1450
166939,2018,49998,49998,950,14660,950,12750,950
167057,2018,48750,48750,500,15900,2500,15900,2500
167260,2018,35000,35000,1400,13950,2200,6500,2700
167288,2018,10559,19504,1200,10980,3226,9133,3226
167358,2018,51522,51522,1000,16270,1800,16270,1800
167394,2018,35788,35788,1150,13108,2416,9315,2916
167455,2018,30860,30860,800,13430,2000,15500,2000
167598,2018,41015,41015,1100,15180,2065,15180,3065
167729,2018,10642,17082,1200,13778,1764,10564,3640
167783,2018,40850,40850,1280,15200,2550,15200,2550
167835,2018,52404,52404,800,17520,1977,8059,1977
167899,2018,37444,37444,1000,12550,2250,12550,2250
167987,2018,13921,29141,1200,13582,1572,10000,2072
167996,2018,42746,42746,893,16000,1607,8300,1345
168005,2018,38566,38566,1200,15582,2523,18003,3073
168148,2018,56382,56382,1000,14560,1558,14560,1558
168227,2018,34970,34970,1500,14190,3750,14190,3750
168254,2018,36804,36804,1305,13590,2060,9730,3300
168263,2018,10429,16509,1070,10948,2673,10948,2673
168342,2018,55450,55450,800,14500,2450,.,.
168421,2018,50530,50530,1000,14774,1200,14218,1200
168430,2018,10161,16241,1368,12262,2700,5400,3200
168528,2018,37087,37087,1800,11318,3276,11318,3276
168740,2018,29288,29288,1100,9078,1100,10768,4400
168786,2018,32574,32574,920,9332,1762,6046,2452
168847,2018,11135,11135,1000,5400,4800,7200,4800
169080,2018,34600,34600,1200,10400,2700,10400,2700
169248,2018,12960,24120,1000,10076,853,8907,853
169327,2018,20550,20550,1404,10500,1230,4704,1908
169363,2018,29290,29290,1750,10310,2800,10310,2800
169442,2018,44110,44110,3000,8800,3700,8800,3700
169479,2018,18414,18414,904,9928,2318,6324,3452
169716,2018,28000,28000,1230,9736,2260,9926,7554
169798,2018,12508,12508,1000,10248,2440,10046,3152
169910,2018,12150,12150,840,9894,672,8526,1572
169983,2018,43490,43490,1200,8240,7497,8240,7497
170000,2018,13945,13945,600,7700,2010,7000,2680
170037,2018,24500,24500,800,9300,2172,9300,2172
170082,2018,12484,17762,700,9364,2400,6320,2400
170286,2018,27578,27578,1200,11000,2000,11000,2000
170675,2018,33570,33570,1506,9950,4402,9950,4402
170806,2018,21900,21900,1320,9950,2500,9950,3334
170967,2018,23282,23282,1776,7376,858,4704,1536
170976,2018,15262,49350,1048,11534,2454,11534,2454
171100,2018,14460,39766,1108,10322,2972,10322,2972
171128,2018,15646,33726,1200,10756,2367,10756,2367
171146,2018,11650,22436,1000,8710,2002,7000,3928
171456,2018,10729,16225,800,10666,1992,10666,1992
171492,2018,27060,27060,1220,10480,2910,10018,4370
171571,2018,12606,24230,784,10100,2034,6508,4400
171881,2018,21989,21989,800,7285,1824,6849,2512
172033,2018,19900,19900,1614,10675,4286,12780,2156
172051,2018,10308,24215,1035,9749,1162,9749,3366
172264,2018,27124,27124,1000,10620,1634,10620,1634
172334,2018,28810,28810,800,10010,1780,10010,1780
172644,2018,13097,27991,1212,10550,2298,9396,5214
172699,2018,12483,15373,968,10143,2415,10143,2415
173045,2018,38800,38800,1200,10280,2500,16262,2500
173124,2018,8696,8696,890,8408,3000,8408,3000
173160,2018,37300,37300,1240,10520,2640,7020,5230
173328,2018,22275,22275,2000,9000,2000,9000,2000
173452,2018,15410,15410,800,6080,4300,6080,4300
173665,2018,41290,41290,690,10358,1200,10358,1200
174066,2018,14760,30438,1000,9910,2228,9910,2228
174127,2018,39120,39120,2982,7986,2160,7986,2160
174233,2018,13366,18484,1200,7760,2288,8148,2288
174358,2018,8496,15906,1000,9008,3492,9008,3492
174437,2018,24240,24240,1550,7400,3264,7400,3264
174491,2018,31540,31540,600,9460,2740,3492,4000
174783,2018,8265,16499,1200,8826,2700,8826,2700
174792,2018,44990,44990,1000,10319,1900,10319,1900
174817,2018,35110,35110,1500,9080,1600,9080,1600
174862,2018,26200,26200,1290,8740,4532,8740,6092
174899,2018,37212,37212,1150,9710,2280,9710,2280
174914,2018,42736,42736,1000,10412,2516,8936,2516
175005,2018,39554,39554,1000,9260,2350,9260,2350
175078,2018,8612,8612,1200,8016,3156,8016,3156
175272,2018,9425,15348,900,9010,2640,9010,2640
175342,2018,7084,7084,1580,10372,4996,10372,6820
175421,2018,25300,25300,650,8500,1000,6000,1000
175430,2018,12584,12584,1200,6554,3097,6000,3645
175616,2018,7246,7246,1500,7722,3600,5722,4500
175856,2018,8051,19279,1400,9400,5178,6100,5178
175980,2018,39910,39910,1200,13730,1791,13584,1937
