UNITID,Year,INTUTIONFEE,OUTTUTIONFEE,BOOKSUPPLY,ONCAMROOM,ONCAMOTHEXP,OFFCAMROOM,OFFCAMOTHEXP
230834,2016,11314,26722,1000,9988,1404,9180,2340
230852,2016,38660,38660,1000,14472,2252,10576,2252
230913,2016,11290,23746,1200,9988,1550,11700,1750
230940,2016,40030,40030,1200,10802,2070,8910,2070
230995,2016,37354,37354,1500,12920,2700,12920,2700
231059,2016,41975,41975,1200,11300,980,11300,980
231165,2016,14026,25858,1000,9988,1650,9988,1650
231174,2016,17300,40364,1200,11578,1882,10000,2302
231554,2016,24380,24380,840,8928,3300,7600,3800
231581,2016,32590,32590,1150,11920,2280,9300,3060
231624,2016,21234,42274,1350,11382,2025,11382,2025
231651,2016,16438,16438,1000,8480,3300,7965,3300
231712,2016,13054,24680,1240,10914,3548,11552,4088
231837,2016,25150,25150,1200,8344,8106,9514,8106
232025,2016,33700,33700,1000,11200,2200,6296,2550
232043,2016,34200,34200,1000,10660,1740,8000,1800
232186,2016,11300,32582,1200,11678,3682,12186,4908
232265,2016,24242,24242,1100,10684,2800,11700,4500
232308,2016,36835,36835,600,12800,2200,11810,600
232423,2016,10390,26164,990,9334,4150,9334,4150
232557,2016,21292,21292,1771,8963,5619,8046,6274
232566,2016,12240,26670,1350,9944,2542,9944,3042
232609,2016,36620,36620,1000,10120,2120,10120,770
232672,2016,30635,30635,900,9230,1900,11250,2630
232681,2016,11630,26220,1200,10104,2892,11118,2892
232706,2016,29780,29780,1000,12220,3664,13430,3734
232937,2016,8738,20340,2535,9490,4038,9490,4038
232982,2016,9750,26730,1000,10864,2975,10864,2975
233277,2016,10081,22162,1200,8405,2900,8405,3300
233301,2016,36770,36770,1100,12580,1900,.,.
233374,2016,49420,49420,1100,11460,1060,11460,1060
233541,2016,31322,31322,1500,9990,2600,9990,2600
233718,2016,36425,36425,1250,12635,2850,7100,2850
233921,2016,12852,29975,1210,8720,2980,8720,2980
234030,2016,13130,32287,2804,11280,3120,11280,3120
234076,2016,16412,45756,1294,10726,2754,10726,2754
234137,2016,7880,7880,800,8520,6129,8520,6129
234155,2016,8472,19002,1300,10562,1675,10562,1675
234164,2016,17034,17034,1500,8414,3438,7568,5982
234173,2016,35610,35610,1500,8768,3100,8768,3220
234827,2016,7719,21522,1002,10175,3012,10175,3012
235097,2016,6951,23343,900,10941,3180,10941,3180
235167,2016,7414,23887,750,9360,3315,9360,3315
235316,2016,39730,39730,1092,11158,3330,11158,3330
236133,2016,29200,29200,1000,8100,3050,7800,3960
236230,2016,39450,39450,825,10330,2703,10330,2703
236328,2016,46552,46552,1000,11800,2300,11800,2300
236452,2016,34356,34356,1000,10700,3000,9100,3000
236577,2016,38940,38940,1041,11781,3189,11781,3189
236595,2016,41265,41265,1500,11499,4170,11499,4170
236896,2016,26982,26982,825,7350,2976,7350,2976
236939,2016,11041,25673,960,11356,3542,11356,3542
236948,2016,10753,34791,825,11691,2679,11691,2679
237011,2016,7903,21847,906,10350,3495,10524,3495
237066,2016,40562,40562,840,11170,3180,9585,3180
237118,2016,25350,25350,1000,7990,2822,9423,3532
237136,2016,14000,14000,1020,7570,2350,5300,2660
237181,2016,27696,27696,1000,9924,2600,9924,2600
237312,2016,29900,29900,1800,9100,2600,9200,2400
237330,2016,7238,15722,1100,8350,2944,8350,2944
237367,2016,6950,14666,1000,8776,2000,8776,2000
237525,2016,7154,16382,1100,10126,2346,9254,3146
237640,2016,20460,20460,1000,7450,2000,7450,2000
237783,2016,16100,16100,800,7480,3000,7000,3000
237792,2016,7170,17482,1000,9682,2875,10750,3500
237899,2016,6996,15572,1471,11388,2164,8183,3062
237932,2016,7038,14394,1646,9120,4326,6640,4843
237969,2016,29752,29752,2500,8248,3565,4000,3565
238032,2016,7992,22488,900,10218,2620,8340,2620
238078,2016,28110,28110,1300,7796,1800,5000,1200
238193,2016,26932,26932,625,7884,3110,7850,4065
238430,2016,28212,28212,700,7940,4992,6517,5332
238458,2016,30388,30388,1078,9264,2402,6718,4790
238476,2016,40265,40265,1200,10975,2500,10975,2500
238616,2016,27900,27900,1600,10280,2800,10280,2800
238661,2016,27530,27530,800,9870,2896,8370,3310
238980,2016,26560,26560,950,8530,3428,5664,4896
239071,2016,14260,14260,1240,6720,2700,10210,2700
239080,2016,28280,28280,800,7000,3100,5100,3100
239105,2016,38470,38470,1008,11440,2567,12160,4840
239318,2016,37980,37980,1200,9141,2000,8835,4884
239390,2016,27830,27830,1400,8200,5870,6810,5870
239716,2016,35381,35381,950,9144,1100,4526,1400
239743,2016,26340,26340,1104,9950,3642,7556,4900
240107,2016,26150,26150,1000,8510,2500,8510,2500
240189,2016,7650,16223,600,6326,3100,7184,4080
240268,2016,8812,16385,400,6984,3704,7538,3150
240277,2016,7878,15451,800,7048,3358,7186,3358
240329,2016,9091,17612,120,6155,1964,6155,1964
240338,2016,27984,27984,700,9620,2146,6568,5666
240365,2016,7544,15117,1000,7600,2700,7600,2700
240374,2016,7367,15356,700,6938,3796,7945,3796
240417,2016,9395,17141,402,6624,3118,6634,3118
240426,2016,8088,15661,950,6590,3630,6590,3630
240444,2016,10488,32738,1200,10446,3096,10446,3096
240453,2016,9493,19851,800,10030,3306,10030,3306
240462,2016,7484,15334,500,7526,3300,7350,3300
240471,2016,7981,15554,370,6525,3615,7600,4830
240480,2016,8159,16426,500,7180,2451,7794,2916
240727,2016,5055,16215,1200,10320,3040,10320,3040
240754,2016,5578,12634,1850,4493,2250,10791,3258
241191,2016,6850,6850,1200,5200,3000,7200,3000
241225,2016,6220,6220,1504,.,.,7400,4401
241410,2016,5250,5250,1650,4908,4643,6450,4945
241614,2016,3968,3968,800,2400,2850,4000,2850
242617,2016,5802,5802,845,5401,6107,7314,6107
242705,2016,5802,5802,845,.,.,7314,6075
243221,2016,2078,4630,2168,11161,2453,11161,3251
243443,2016,6000,6000,2500,9400,2500,10300,2500
243577,2016,8328,8328,2342,11858,7270,11858,7270
243665,2016,5235,14496,1750,9900,3030,11374,3322
243744,2016,47940,47940,1455,14601,2700,.,.
243780,2016,10002,28804,1220,10030,1780,9460,1780
245652,2016,50878,50878,650,11162,1000,11162,1000
245777,2016,8600,8600,200,2800,3800,13474,3800
245953,2016,17132,17132,1400,7439,1168,8936,2236
247773,2016,6800,6800,200,4200,3800,10912,3800
262129,2016,6916,29944,1200,9009,3270,10942,3270
363712,2016,8400,8400,1240,8500,400,.,.
363934,2016,21064,21064,0,9256,800,8000,2000
366252,2016,16080,22890,1400,10412,2550,10412,2550
366711,2016,7383,18543,1764,13240,2254,12826,2668
377555,2016,10690,34728,825,10833,3789,10833,3789
377564,2016,10831,34869,825,10230,3789,10230,3789
392840,2016,23700,23700,2000,10350,5000,13000,5000
399911,2016,31042,31042,1592,11812,1146,11104,2026
407009,2016,9886,25181,1103,10754,3404,9216,4708
409698,2016,6379,17539,1339,11930,2030,15450,2925
414823,2016,30746,30746,1500,12936,2000,6700,2409
420325,2016,6500,6500,200,4500,3800,13474,3800
420574,2016,9886,25181,1103,11474,3404,9216,4708
433420,2016,30701,30701,1240,8240,3032,11104,3920
433660,2016,6118,25162,1200,9672,3400,9672,3400
436614,2016,10500,10500,1000,5900,6990,9810,6990
439288,2016,30746,30746,1500,11961,2000,6700,2409
439862,2016,5428,5428,300,4476,2207,10300,4162
440828,2016,9123,27918,1551,.,.,11874,2550
441690,2016,4120,4120,1000,3760,3136,4120,3312
441937,2016,6547,17707,1898,16146,2854,13882,2924
443058,2016,6220,6220,1200,9081,5904,9512,6192
443410,2016,29000,29000,1050,11350,2000,11350,3015
444413,2016,9200,9200,250,4500,3750,.,.
445188,2016,13262,39944,1444,16100,4705,7205,5604
446048,2016,19128,19128,1200,10492,2776,10716,2776
446233,2016,15140,15140,1400,5810,6080,8250,7660
446640,2016,23900,23900,1500,6800,2000,9150,1900
447953,2016,10144,10144,900,4481,7261,15000,7261
448840,2016,5821,16735,1200,9700,4100,9700,4100
448886,2016,10370,26470,1103,13310,3404,9216,4708
449870,2016,11462,11462,1790,7156,3570,12492,4558
457484,2016,10460,10460,850,6000,4600,8000,4500
459949,2016,7808,19847,1328,.,.,7833,5470
461795,2016,11900,11900,1122,8900,3363,9882,4902
462354,2016,24900,24900,1905,11115,4158,11115,4158
464226,2016,.,.,1240,.,.,.,.
482149,2016,8282,22990,2000,13128,1800,13128,1800
482158,2016,3890,10919,1200,7870,2653,9378,5707
482680,2016,4397,12752,1364,10138,3364,8002,4030
482936,2016,4940,4940,1200,11800,4000,11800,4000
483124,2016,8234,15325,1103,11505,3404,9216,4708
484905,2016,7849,20089,1200,.,.,7592,4630
486053,2016,6080,6080,400,5440,400,4275,400
486284,2016,13000,13000,500,7200,1870,5744,4712
486840,2016,6060,16636,1500,11467,6746,11467,6746
486901,2016,31450,31450,1300,6700,3728,5624,4708
487524,2016,17035,17035,1150,9220,2000,9900,2400
489937,2016,9650,9650,500,6674,3350,9000,3850
490133,2016,6660,6660,700,.,.,9488,4016
490805,2016,7478,16896,1500,7560,5724,7380,6384
494603,2016,7320,7320,1000,2520,1750,3200,1750
100654,2017,9857,18236,1600,9020,2580,8379,2580
100663,2017,8328,19032,1200,11682,4886,11682,4886
100706,2017,10280,21480,1956,9748,3697,9748,3697
100724,2017,11068,19396,1600,5422,3392,7320,4228
100751,2017,10780,28100,1200,13324,4120,13324,4120
100830,2017,8020,17140,1100,6980,3690,10107,3690
100858,2017,10968,29640,1200,13332,5782,13332,5782
101189,2017,20970,20970,1800,7400,4200,8000,4700
101453,2017,11232,11232,1000,4740,2687,11034,3518
101480,2017,8166,15582,1498,7898,2998,6466,5566
101587,2017,9204,16818,1216,7080,3505,7122,3505
101693,2017,22210,22210,1800,9600,4744,9000,4718
101709,2017,12400,25030,1020,9030,3180,9030,3180
101879,2017,8480,15128,1500,7484,2800,7484,2800
101912,2017,16720,16720,1500,12000,6370,12000,6370
102049,2017,30490,30490,1000,10280,4704,9850,5250
102094,2017,7812,15324,1300,8460,4096,8460,4096
102234,2017,37584,37584,1500,13070,3014,14496,3870
102298,2017,12340,12340,1370,6704,2100,3200,2100
102368,2017,8692,16276,1138,6688,3297,5790,5453
102377,2017,22170,22170,1656,9650,5907,9858,6353
102553,2017,6690,19494,1608,11962,6838,11728,7565
102614,2017,6262,19183,2000,8730,2650,12500,4250
102632,2017,6828,19533,1400,9200,2448,10872,3716
102669,2017,20760,20760,1200,7900,4350,15100,4350
104151,2017,10792,27372,1125,12209,3404,9493,4708
104179,2017,12248,35678,800,12300,3400,12300,5900
104586,2017,34662,34662,1400,10468,4506,10468,4506
104717,2017,17050,17050,800,8550,5700,8550,5700
105330,2017,11059,24841,1000,9944,4920,9934,5140
105589,2017,30501,30501,982,9322,1448,7022,1448
106245,2017,8998,21208,1500,9218,3540,9145,4824
106397,2017,9062,24308,1046,10704,4104,10704,4104
106412,2017,7408,13738,1000,7672,3406,4636,4398
106458,2017,8478,14778,1137,8740,4131,9000,5202
106467,2017,7104,12528,1416,7654,2531,11792,4260
106485,2017,7462,13312,1200,6550,3600,6750,4950
106704,2017,8524,15047,1200,6518,5612,6328,5612
107044,2017,19385,19385,1200,6902,2496,6902,2496
107071,2017,8530,10180,1600,7000,3700,8000,4900
107080,2017,44070,44070,1100,11926,3000,9110,3000
107141,2017,26144,26144,800,9040,2850,2500,2850
107983,2017,8346,12156,1600,7066,5557,7066,7094
108092,2017,5577,12650,1605,8426,4359,9423,4359
108232,2017,21252,21252,1854,15792,3352,13292,4352
109785,2017,37506,37506,1854,9794,3242,13294,4240
110097,2017,38448,38448,1854,10972,3242,10972,3242
110361,2017,32256,32256,1854,8630,3242,13294,4240
110370,2017,47266,47266,1500,12690,3450,11060,4160
110404,2017,49908,49908,1323,14796,2874,13293,4248
110413,2017,41363,41363,1854,13320,3340,13293,4339
110422,2017,9432,21312,1884,13134,2703,13134,2703
110486,2017,7147,19027,1948,13968,2903,13061,2974
110495,2017,7038,18918,1600,9766,2150,11900,2550
110510,2017,6885,18765,1854,13221,2287,13770,2658
110529,2017,7339,19219,1854,14514,2350,12588,2750
110538,2017,7348,19228,1854,12712,2506,11862,2506
110547,2017,6837,18717,1850,11404,2300,13500,2970
110556,2017,6585,18465,1854,9704,2288,13294,2684
110565,2017,6850,18730,1948,15642,2902,14502,2974
110574,2017,6834,18714,1500,14184,2592,13923,2742
110583,2017,6730,18610,1948,12484,2904,13486,2974
110592,2017,6639,18519,1948,13356,2903,14502,2974
110608,2017,6875,18755,1948,10402,2902,14502,2974
110617,2017,7204,19084,1854,14396,2288,13294,2684
110635,2017,14170,42184,891,17549,4379,13605,4581
110644,2017,14419,42433,1253,16136,3921,9792,4383
110653,2017,13738,41752,1357,14861,3902,11897,4904
110662,2017,13261,41275,1171,15441,4028,13207,4655
110671,2017,13917,41931,1316,15542,3888,10175,4625
110680,2017,14018,42032,1198,13115,3832,12652,4521
110705,2017,14451,42465,1143,15169,5348,11825,5706
110714,2017,14020,42034,1152,16055,4813,12199,5187
111081,2017,47446,47446,2590,11757,7200,16000,7200
111948,2017,50594,50594,1560,14910,2400,9444,4100
112075,2017,34100,34100,1800,10960,3320,13200,4430
112084,2017,30438,30438,1854,11300,3442,13294,4440
112260,2017,52825,52825,1200,16220,1500,13294,4239
112394,2017,19648,19648,1854,13523,3240,13293,4239
113698,2017,44690,44690,1854,14650,3242,13294,4240
114813,2017,30618,30618,1854,8400,2403,13293,4239
115728,2017,38188,38188,1854,12808,3376,14824,4374
115755,2017,7493,19373,1726,13016,2486,13016,2486
117104,2017,14884,14884,1854,7990,3340,13293,4339
117140,2017,41450,41450,1854,13180,3342,13294,4340
117168,2017,29800,29800,1792,13290,3293,12492,4283
117575,2017,15600,15600,1854,12687,2515,13293,3118
117627,2017,32130,32130,1854,8250,3168,13293,4626
117751,2017,33040,33040,1792,10550,2404,13294,3006
117946,2017,46386,46386,1854,13255,3240,13293,4239
118541,2017,35884,35884,1828,14412,2756,12138,2824
118888,2017,46236,46236,1514,13614,2403,13293,3636
119173,2017,39608,39608,1996,12138,5650,12912,5650
120166,2017,8720,8720,1210,9200,2800,12000,2850
120184,2017,34196,34196,1900,13656,4602,13302,5054
120254,2017,52838,52838,1230,14968,2720,.,.
120403,2017,45620,45620,1400,14690,2950,11800,2950
120537,2017,31800,31800,1854,9930,3240,13293,4239
120865,2017,29469,29469,1854,8148,3240,13743,4239
120883,2017,46346,46346,1854,13356,3240,13293,4239
121150,2017,51992,51992,1500,14870,2500,14870,2500
121309,2017,34600,34600,1854,10150,3240,13293,4239
121691,2017,48072,48072,1850,13862,3240,13862,3240
122409,2017,7460,19340,1854,15966,2944,12761,3369
122436,2017,47708,47708,1848,12630,3240,13293,4239
122454,2017,44778,44778,1854,16087,6408,17873,7407
122506,2017,44810,44810,975,16060,3100,16160,3100
122597,2017,7254,19134,1948,14502,3015,14502,3015
122612,2017,46250,46250,1600,14330,3800,14330,3800
122728,2017,30550,30550,1854,10950,3289,13293,4288
122755,2017,7721,19601,1948,15594,2903,14502,2974
122931,2017,49858,49858,1854,14487,3240,13293,4239
123165,2017,52966,52966,800,16294,1000,.,.
123280,2017,12160,12160,900,4031,4591,10097,6579
123457,2017,27700,27700,1648,8350,3087,11816,3975
123554,2017,45686,45686,1278,15320,3240,14058,4059
123572,2017,7724,19604,1854,13554,2902,14502,2974
123651,2017,32430,32430,1400,9690,3250,4490,4650
123961,2017,54259,54259,1200,14886,1864,14886,1864
125763,2017,46320,46320,800,13310,989,8000,1145
125897,2017,38460,38460,1800,11133,3240,13293,4248
126182,2017,9440,20456,1800,8630,3025,10332,3025
126562,2017,9107,25259,1800,11580,5454,11601,5454
126580,2017,8314,19498,1800,10400,4600,9900,4600
126614,2017,12086,36220,1800,13998,2294,12428,2294
126669,2017,30370,30370,1000,10516,1600,8910,1600
126678,2017,52818,52818,1230,12076,2492,12076,2492
126775,2017,18386,37436,1500,11897,1865,9072,2610
126818,2017,11632,29140,1200,12208,2260,10332,2260
127060,2017,48669,48669,1200,12612,2895,12612,2895
127185,2017,8609,18761,1250,11268,5564,9186,5564
127556,2017,8374,20330,1560,10735,3030,7918,3030
127653,2017,31790,31790,1256,11488,5456,11880,5456
127741,2017,9546,21132,1350,10980,2191,10332,3024
127918,2017,35610,35610,1800,10770,3022,10332,3460
128106,2017,8072,20438,1800,10210,4602,10332,4602
128391,2017,9802,21274,1300,9546,3024,10332,3024
128498,2017,31140,31140,700,13000,6386,13250,7020
128744,2017,32250,32250,1500,13590,7168,8520,10208
128771,2017,10225,22914,1150,11816,2024,11378,2462
129020,2017,14880,36948,850,12514,2800,12514,2800
129154,2017,20888,20888,1000,6300,5772,9450,8378
129215,2017,10919,23608,800,13050,2251,9456,2497
129242,2017,47165,47165,1150,14280,1730,14280,1730
129525,2017,38910,38910,1020,12346,2386,12346,2810
129534,2017,7750,7750,500,15330,1000,9500,1000
129941,2017,38170,38170,1000,15610,1666,11468,2766
130183,2017,16610,16610,1200,11500,2200,8000,3450
130226,2017,46780,46780,800,14190,2000,14960,2500
130253,2017,39820,39820,1200,14770,2650,10462,3150
130314,2017,38033,38033,1000,11095,1276,10750,2644
130493,2017,10538,23226,1400,12432,1467,10087,3816
130590,2017,54770,54770,1000,14200,1500,14200,1500
130697,2017,52774,52774,1200,14466,1465,.,.
130776,2017,10418,23107,1300,12417,3812,12417,3812
130794,2017,51400,51400,3670,15500,720,.,.
130934,2017,7868,16904,1900,11433,2219,12672,5664
130943,2017,13160,33150,1000,12332,1800,12332,1800
130989,2017,23850,23850,1297,7789,5781,6517,5781
131098,2017,26406,26406,2000,11442,2200,11442,2400
131159,2017,46615,46615,800,15898,921,15898,921
131283,2017,44060,44060,838,14316,3268,14316,3268
131450,2017,16558,16558,1600,13530,5500,13530,5500
131469,2017,53518,53518,1325,13000,1525,13000,1525
131496,2017,52300,52300,1200,15434,2646,.,.
131520,2017,25697,25697,1500,13504,2500,.,.
131876,2017,23690,23690,1040,10490,2140,11440,2660
132408,2017,11100,11100,1050,4138,2000,9410,2000
132471,2017,29850,29850,1500,11100,4284,11400,6434
132602,2017,14410,14410,1450,8912,3000,9600,4200
132657,2017,37010,37010,800,11970,5643,13035,7235
132879,2017,14920,14920,1000,4950,1978,8020,3078
132903,2017,6368,22467,1152,9764,4970,9764,4970
133553,2017,34722,34722,1400,11100,4506,11100,4506
133650,2017,5785,17725,1138,10594,5364,9696,6246
133669,2017,4831,17276,1208,11906,5414,11466,6516
133711,2017,18300,18300,1000,10680,3600,9400,3600
133872,2017,14400,14400,2310,6126,4640,11270,4640
133881,2017,41240,41240,1200,12880,3600,12880,3600
133951,2017,6556,18954,1634,10882,4616,12090,5470
133979,2017,15536,15536,2300,6734,3800,10000,4800
134079,2017,34774,34774,1250,11204,2672,11204,2672
134097,2017,5656,18786,1000,10458,4660,10458,4660
134130,2017,6381,28659,1210,9910,3630,9910,3630
134510,2017,6595,6595,500,6170,2600,6170,2600
134945,2017,35260,35260,1323,13950,2617,16560,3521
135726,2017,48484,48484,1000,13666,3124,16926,3124
136172,2017,6394,20798,1200,9772,3844,9934,3834
136215,2017,29940,29940,1500,12550,5169,18108,7941
136330,2017,29950,29950,1030,9660,5154,8776,5678
136950,2017,48335,48335,1230,14730,3480,12000,3480
137032,2017,22220,22220,1344,12300,2628,12300,2628
137272,2017,21000,21000,800,11000,4400,.,.
137351,2017,6410,17324,1200,10808,4100,9700,4100
137476,2017,29730,29730,850,11700,4910,11763,5868
137546,2017,44490,44490,1200,12684,3000,12684,3000
137564,2017,25360,25360,1600,10048,2400,3500,2400
137777,2017,13250,13250,900,8000,4500,11000,6000
137847,2017,28426,28426,1500,10502,3280,7000,3630
138275,2017,21216,21216,1700,8348,2800,9704,8267
138293,2017,25358,25358,1230,8942,4766,8514,4766
138354,2017,6360,19241,1200,9354,2100,9354,2100
138600,2017,39960,39960,1000,11970,1135,2500,1135
138716,2017,5675,16136,1250,8874,3270,10440,4030
138868,2017,20600,20600,2000,7900,1500,6000,1700
138947,2017,21892,21892,1500,10878,3112,.,.
139144,2017,35176,35176,1000,12290,2196,9732,4036
139153,2017,11964,11964,1000,6000,1000,11200,2000
139199,2017,28510,28510,1300,12418,2650,9888,4550
139311,2017,5419,15880,1222,10490,2500,10791,2500
139366,2017,6134,16920,1350,10550,3380,9200,4100
139393,2017,33170,33170,1170,9910,1670,4580,1670
139658,2017,49392,49392,1224,13894,2440,13894,2440
139719,2017,6658,19738,1500,7950,5000,8000,500
139755,2017,12418,33014,800,11492,4060,14126,4060
139764,2017,5341,15802,1400,7910,5785,7910,5785
139861,2017,9346,28060,1500,12538,4736,13508,5362
139931,2017,6356,17142,1200,9650,5654,9650,5654
139940,2017,9112,23971,1600,14810,910,12260,2090
139959,2017,11818,30392,986,10060,3540,7956,4080
140234,2017,29480,29480,1000,11830,2850,11980,3000
140252,2017,11715,11715,2400,14400,9600,14400,9600
140447,2017,36000,36000,1200,11315,2778,12153,2845
140818,2017,24464,24464,1500,9870,2890,9200,2890
140872,2017,22422,22422,1300,8266,5760,8000,5760
140951,2017,36410,36410,2025,14244,3693,10824,3693
140960,2017,5743,16204,1600,7592,2064,7508,2308
140988,2017,21730,21730,1200,9400,2250,10450,6501
141167,2017,17940,17940,1000,7040,2200,5320,2200
141237,2017,19480,19480,1600,7400,3500,7400,3500
141264,2017,7476,20958,1200,8514,5346,9036,5346
141325,2017,22370,22370,1253,9570,2000,9960,2000
141334,2017,6226,17010,1600,9444,6800,7000,6800
141361,2017,29062,29062,0,10684,3218,3776,3430
141486,2017,24514,24514,1600,13100,2293,12777,2293
141565,2017,7648,20608,1012,11064,3444,14662,6510
141574,2017,11754,33786,1012,13673,3079,13673,3079
141644,2017,24550,24550,1200,14204,2340,17616,2340
142115,2017,7326,22642,1200,10042,3364,8974,4030
142276,2017,7166,21942,1000,7024,5921,8280,5921
142285,2017,7488,23812,1292,8670,3850,10188,5132
142294,2017,28755,28755,1200,10075,2700,6600,2700
142461,2017,29000,29000,1270,7000,2420,8465,3380
143048,2017,47420,47420,1770,13890,2020,9520,2020
143118,2017,23520,23520,1000,9636,2872,3858,3520
143358,2017,32930,32930,1200,10310,2240,10310,2240
144005,2017,10252,17212,1800,8724,3900,8724,3900
144050,2017,56034,56034,1800,15726,2175,.,.
144281,2017,26474,26474,1600,13630,2003,13630,2003
144351,2017,31562,31562,1200,9448,1400,5850,1700
144740,2017,39010,39010,1104,13797,2364,13797,2364
144892,2017,11678,13868,150,9736,2067,9736,2067
144962,2017,36370,36370,1000,10344,2285,5500,3630
145336,2017,9412,16924,1000,10104,3100,10868,3100
145372,2017,26356,26356,900,9322,2896,6378,5500
145600,2017,13704,26560,1400,11930,3628,10900,3628
145619,2017,33900,33900,1510,10006,2600,10466,4280
145637,2017,15074,31194,1200,11308,2500,.,.
145725,2017,45864,45864,1250,11840,3628,10800,5858
145813,2017,14061,25168,952,9850,4066,8452,6222
146339,2017,29434,29434,1270,9840,2250,8000,2000
146481,2017,45548,45548,1000,10052,2075,10052,2075
146612,2017,31250,31250,1500,10460,2230,7000,2504
146667,2017,13020,13020,1000,7564,4553,6328,4915
146676,2017,18100,18100,1253,7400,5514,7156,5514
146719,2017,43078,43078,1200,14080,1600,11500,1600
147013,2017,29640,29640,1000,9350,2550,7500,3250
147129,2017,20750,20750,6000,11100,4250,8000,4250
147244,2017,33066,33066,1000,11498,2100,11498,2100
147369,2017,12491,12491,932,10360,4502,9058,4266
147660,2017,37749,37749,1200,12165,1629,8565,6261
147679,2017,28620,28620,1000,9310,2500,9310,3000
147703,2017,18268,18268,1400,10880,2088,10880,2088
147767,2017,52678,52678,1660,16047,2595,16047,2595
147776,2017,10736,19792,2400,11424,6489,7202,6489
147828,2017,34940,34940,1000,7900,2700,11660,1000
148131,2017,27770,27770,1250,10500,2150,8960,3400
148335,2017,26700,26700,1500,14187,2922,6267,4578
148405,2017,30050,30050,1200,8420,3460,7750,3900
148487,2017,28963,28963,1200,12927,4400,8600,7700
148496,2017,32680,32680,1200,9942,1412,16565,1872
148584,2017,31470,31470,800,9358,3000,7200,4120
148627,2017,33380,33380,1200,11340,1976,7278,3134
148654,2017,11413,20938,1200,9760,2700,.,.
149222,2017,13932,28107,1100,10622,2941,10622,2941
149231,2017,11493,11493,853,9481,2789,9481,2789
149329,2017,13500,13500,200,.,3800,11372,3800
149505,2017,28675,28675,1100,9680,2800,6570,3980
149514,2017,30750,30750,1200,9540,3020,10800,3020
149772,2017,12897,12897,1200,9630,2108,9630,3768
149781,2017,35190,35190,800,9840,1900,9840,1900
150066,2017,29710,29710,1200,9740,2800,6000,2800
150136,2017,9774,25942,1334,10034,3138,10034,3200
150145,2017,28030,28030,1200,8800,2700,6642,5656
150163,2017,39860,39860,1000,13030,2850,13030,2850
150455,2017,45750,45750,1200,9920,1800,9920,1800
150534,2017,35396,35396,1200,12160,2114,10850,3424
150604,2017,30920,30920,1200,9630,2600,7500,3800
150668,2017,33200,33200,900,10500,1900,8500,1900
150677,2017,23170,23170,1000,8782,1000,8000,3200
150941,2017,25540,25540,1000,8456,2300,8650,1350
151102,2017,8330,20005,1400,9345,2726,9345,2726
151111,2017,9334,29806,1176,9618,2422,9618,3926
151263,2017,28390,28390,1250,9988,3274,9150,4318
151290,2017,26370,26370,0,9820,4033,7367,5116
151306,2017,7760,18416,1140,8838,2257,10050,2813
151324,2017,8916,19452,1200,9988,2298,9988,2298
151342,2017,7207,19038,1176,8850,2422,7284,3926
151351,2017,10533,34845,1034,10258,2602,10258,2602
151379,2017,7207,19038,1176,9724,2422,7284,3926
151777,2017,31660,31660,1000,10100,1488,6461,3342
151786,2017,33000,33000,1200,10206,3501,7884,3636
151801,2017,25980,25980,1384,8312,2084,7032,2700
152080,2017,51505,51505,1050,14890,1950,14890,1950
152099,2017,23700,23700,1414,9450,3463,6448,3463
152318,2017,48012,48012,1500,14061,1458,14061,1458
152336,2017,29430,29430,1200,9010,2500,7480,3000
152381,2017,29510,29510,1600,10914,3040,5450,3528
152390,2017,40800,40800,1000,12100,1300,7600,1700
152530,2017,32885,32885,1000,9245,2200,7396,2200
152567,2017,31540,31540,1600,10570,5300,10000,4000
152600,2017,38760,38760,1200,11400,1620,8900,1620
152992,2017,29786,29786,1339,8640,3319,8640,3215
153001,2017,32854,32854,999,9490,2276,6325,5609
153126,2017,31950,31950,1340,9400,3210,9400,3210
153250,2017,30000,30000,1160,9140,3500,10130,4500
153269,2017,39062,39062,1100,10158,3700,10158,3700
153278,2017,29710,29710,950,9450,900,9070,3790
153320,2017,16766,16766,1339,6800,3215,6800,3215
153366,2017,28110,28110,1250,8480,3290,8480,3290
153375,2017,26516,26516,816,8834,2770,8834,3484
153603,2017,8636,22472,994,8546,2430,8546,2430
153621,2017,24600,30500,1339,10500,3215,11200,3215
153658,2017,8965,30609,950,10450,2242,8588,3420
153825,2017,32886,32886,1100,7840,2011,7840,2011
153861,2017,27530,27530,1000,7400,3800,7400,3800
154004,2017,30390,30390,1339,9390,3215,10690,3215
154013,2017,30582,30582,1340,9166,3668,5848,6372
154095,2017,8699,19241,900,8781,2950,8781,2950
154101,2017,30200,30200,1350,9000,3100,9000,3100
154235,2017,30016,30016,1320,10164,3338,9638,5854
154350,2017,37663,37663,1339,7963,3289,7963,3925
154493,2017,29600,29600,1560,9760,3286,9760,3286
154518,2017,21664,21664,1339,7384,3215,7384,3215
154527,2017,39730,39730,1100,9748,1300,9748,1300
154590,2017,25000,25000,1224,6952,4176,5992,5136
154688,2017,28960,28960,1200,9146,4974,8146,4974
154712,2017,28480,28480,1200,9950,3720,7150,3700
155025,2017,6345,19918,1000,8684,3410,8684,3410
155061,2017,5009,14832,1080,7894,3848,7894,3848
155070,2017,17720,17720,1600,8900,3000,8000,3000
